Customer_ID,Customer_Name,Region,City,Segment
C18693,Mehta Store,North,Chandigarh,Retail
C18694,Pillai Mart,South,Hyderabad,Online
C18695,Shah Shop,South,Hyderabad,Corporate
C18696,Reddy Mart,Central,Raipur,Retail
C18697,Bose Distributors,Central,Bhopal,Retail
C18698,Mehta Emporium,West,Mumbai,Retail
C18699,Verma Distributors,West,Surat,Retail
C18700,Reddy Store,North,Chandigarh,Wholesale
C18701,Kumar Traders,North,Jaipur,Retail
C18702,Shah Mart,West,Surat,Wholesale
C18703,Pillai Emporium,East,Kolkata,Retail
C18704,Kumar Emporium,East,Patna,Online
C18705,Sharma Traders,West,Mumbai,Online
C18706,Kapoor Enterprises,South,Hyderabad,Corporate
C18707,Singh Traders,West,Surat,Online
C18708,Kapoor Enterprises,West,Ahmedabad,Wholesale
C18709,Das Mart,South,Chennai,Wholesale
C18710,Sharma Shop,West,Surat,Retail
C18711,Gupta Enterprises,North,Delhi,Retail
C18712,Kapoor Store,South,Bengaluru,Online
C18713,Joshi Retail,West,Pune,Online
C18714,Chopra Shop,Central,Raipur,Corporate
C18715,Sharma Mart,North,Jaipur,Online
C18716,Kumar Emporium,West,Ahmedabad,Retail
C18717,Iyer Enterprises,East,Guwahati,Online
C18718,Verma Retail,West,Surat,Wholesale
C18719,Nair Retail,West,Ahmedabad,Retail
C18720,Nair Emporium,North,Delhi,Retail
C18721,Bose Retail,West,Surat,Wholesale
C18722,Pillai Enterprises,South,Hyderabad,Online
C18723,Rahul Emporium,North,Delhi,Retail
C18724,Malhotra Store,East,Guwahati,Corporate
C18725,Reddy Mart,North,Chandigarh,Retail
C18726,Mehta Mart,West,Surat,Retail
C18727,Chopra Retail,East,Patna,Retail
C18728,Bose Emporium,East,Kolkata,Wholesale
C18729,Verma Retail,North,Chandigarh,Wholesale
C18730,Nair Enterprises,West,Pune,Online
C18731,Shah Store,North,Jaipur,Retail
C18732,Pillai Shop,South,Bengaluru,Wholesale
C18733,Kumar Mart,South,Kochi,Wholesale
C18734,Rahul Traders,West,Mumbai,Corporate
C18735,Gupta Emporium,East,Guwahati,Online
C18736,Malhotra Shop,Central,Indore,Online
C18737,Reddy Mart,Central,Bhopal,Online
C18738,Kapoor Retail,West,Surat,Retail
C18739,Sharma Emporium,North,Chandigarh,Wholesale
C18740,Sharma Store,West,Ahmedabad,Online
C18741,Pillai Shop,South,Bengaluru,Online
C18742,Chopra Mart,Central,Nagpur,Corporate
C18743,Singh Enterprises,Central,Bhopal,Retail
C18744,Mehta Store,North,Delhi,Retail
C18745,Rao Store,North,Delhi,Retail
C18746,Iyer Store,West,Pune,Retail
C18747,Rahul Mart,North,Lucknow,Wholesale
C18748,Joshi Shop,Central,Nagpur,Corporate
C18749,Sharma Retail,East,Guwahati,Online
C18750,Malhotra Mart,East,Guwahati,Wholesale
C18751,Kapoor Enterprises,Central,Raipur,Online
C18752,Rahul Mart,South,Bengaluru,Wholesale
C18753,Das Retail,East,Guwahati,Retail
C18754,Singh Retail,Central,Nagpur,Wholesale
C18755,Malhotra Enterprises,North,Delhi,Retail
C18756,Singh Distributors,North,Lucknow,Retail
C18757,Nair Enterprises,North,Jaipur,Retail
C18758,Kapoor Emporium,South,Bengaluru,Corporate
C18759,Patel Retail,North,Chandigarh,Retail
C18760,Nair Traders,North,Chandigarh,Online
C18761,Singh Traders,Central,Indore,Retail
C18762,Reddy Mart,East,Bhubaneswar,Wholesale
C18763,Chopra Shop,South,Hyderabad,Online
C18764,Iyer Emporium,East,Kolkata,Retail
C18765,Mehta Shop,Central,Raipur,Online
C18766,Kumar Distributors,East,Bhubaneswar,Online
C18767,Kapoor Shop,East,Bhubaneswar,Retail
C18768,Kumar Mart,Central,Bhopal,Retail
C18769,Rahul Retail,North,Delhi,Wholesale
C18770,Joshi Enterprises,East,Bhubaneswar,Retail
C18771,Gupta Emporium,West,Pune,Retail
C18772,Shah Shop,East,Kolkata,Online
C18773,Iyer Distributors,Central,Indore,Online
C18774,Kapoor Emporium,Central,Bhopal,Retail
C18775,Kumar Shop,South,Kochi,Retail
C18776,Rao Store,Central,Indore,Online
C18777,Singh Enterprises,South,Chennai,Wholesale
C18778,Pillai Distributors,South,Bengaluru,Online
C18779,Nair Retail,Central,Bhopal,Corporate
C18780,Pillai Retail,North,Delhi,Retail
C18781,Das Enterprises,South,Bengaluru,Online
C18782,Mehta Traders,West,Pune,Retail
C18783,Shah Shop,East,Bhubaneswar,Retail
C18784,Kumar Distributors,Central,Nagpur,Online
C18785,Malhotra Retail,South,Bengaluru,Retail
C18786,Patel Store,East,Kolkata,Retail
C18787,Chopra Store,North,Jaipur,Retail
C18788,Kapoor Enterprises,South,Kochi,Retail
C18789,Kapoor Traders,North,Chandigarh,Retail
C18790,Kumar Traders,West,Pune,Retail
C18791,Iyer Store,South,Chennai,Retail
C18792,Verma Mart,West,Ahmedabad,Wholesale
C18793,Mehta Store,South,Hyderabad,Wholesale
C18794,Reddy Distributors,East,Patna,Retail
C18795,Das Retail,Central,Indore,Online
C18796,Bose Retail,Central,Nagpur,Corporate
C18797,Bose Shop,North,Lucknow,Online
C18798,Mehta Enterprises,West,Surat,Retail
C18799,Reddy Emporium,Central,Nagpur,Wholesale
C18800,Malhotra Traders,West,Ahmedabad,Retail
C18801,Rao Mart,North,Lucknow,Retail
C18802,Shah Mart,West,Surat,Online
C18803,Sharma Shop,West,Surat,Retail
C18804,Nair Shop,West,Mumbai,Corporate
C18805,Bose Enterprises,East,Kolkata,Retail
C18806,Das Emporium,East,Kolkata,Wholesale
C18807,Kumar Traders,West,Ahmedabad,Wholesale
C18808,Joshi Retail,East,Bhubaneswar,Wholesale
C18809,Kapoor Traders,West,Ahmedabad,Wholesale
C18810,Iyer Retail,West,Pune,Retail
C18811,Shah Traders,South,Bengaluru,Retail
C18812,Nair Retail,West,Mumbai,Online
C18813,Shah Enterprises,West,Pune,Online
C18814,Singh Retail,East,Patna,Wholesale
C18815,Bose Traders,West,Pune,Corporate
C18816,Chopra Retail,North,Delhi,Retail
C18817,Malhotra Mart,South,Chennai,Corporate
C18818,Bose Traders,West,Surat,Retail
C18819,Mehta Retail,Central,Nagpur,Corporate
C18820,Verma Traders,West,Surat,Wholesale
C18821,Pillai Enterprises,West,Mumbai,Online
C18822,Pillai Mart,South,Hyderabad,Corporate
C18823,Nair Retail,West,Mumbai,Online
C18824,Das Enterprises,South,Chennai,Retail
C18825,Verma Traders,North,Jaipur,Online
C18826,Rao Mart,South,Kochi,Wholesale
C18827,Mehta Retail,West,Ahmedabad,Retail
C18828,Shah Emporium,Central,Indore,Online
C18829,Singh Store,East,Bhubaneswar,Retail
C18830,Shah Store,Central,Raipur,Wholesale
C18831,Chopra Emporium,West,Ahmedabad,Online
C18832,Bose Mart,East,Bhubaneswar,Online
C18833,Reddy Mart,Central,Nagpur,Wholesale
C18834,Singh Traders,East,Guwahati,Retail
C18835,Gupta Shop,East,Bhubaneswar,Retail
C18836,Iyer Retail,West,Pune,Online
C18837,Nair Traders,West,Mumbai,Corporate
C18838,Shah Enterprises,East,Bhubaneswar,Retail
C18839,Mehta Mart,East,Guwahati,Retail
C18840,Verma Traders,Central,Raipur,Wholesale
C18841,Mehta Shop,North,Jaipur,Retail
C18842,Rahul Enterprises,North,Jaipur,Retail
C18843,Kumar Distributors,East,Bhubaneswar,Retail
C18844,Chopra Shop,North,Jaipur,Wholesale
C18845,Verma Traders,South,Bengaluru,Retail
C18846,Iyer Traders,East,Patna,Wholesale
C18847,Iyer Mart,East,Patna,Online
C18848,Reddy Distributors,South,Hyderabad,Retail
C18849,Patel Enterprises,South,Chennai,Wholesale
C18850,Rao Enterprises,West,Pune,Retail
C18851,Bose Store,Central,Raipur,Corporate
C18852,Das Store,West,Ahmedabad,Corporate
C18853,Sharma Enterprises,East,Bhubaneswar,Online
C18854,Verma Traders,North,Delhi,Retail
C18855,Shah Emporium,South,Hyderabad,Corporate
C18856,Das Shop,East,Patna,Retail
C18857,Sharma Shop,South,Hyderabad,Wholesale
C18858,Bose Enterprises,West,Surat,Corporate
C18859,Chopra Mart,South,Chennai,Wholesale
C18860,Shah Enterprises,Central,Raipur,Retail
C18861,Gupta Store,South,Hyderabad,Retail
C18862,Rao Shop,East,Patna,Online
C18863,Rao Distributors,West,Surat,Retail
C18864,Malhotra Mart,South,Bengaluru,Retail
C18865,Reddy Emporium,West,Ahmedabad,Retail
C18866,Nair Traders,East,Patna,Wholesale
C18867,Sharma Emporium,West,Ahmedabad,Online
C18868,Bose Enterprises,East,Kolkata,Retail
C18869,Kapoor Emporium,Central,Indore,Online
C18870,Chopra Shop,West,Mumbai,Wholesale
C18871,Shah Mart,North,Chandigarh,Wholesale
C18872,Bose Retail,East,Guwahati,Online
C18873,Kumar Traders,Central,Indore,Online
C18874,Rao Emporium,South,Chennai,Online
C18875,Gupta Enterprises,East,Patna,Retail
C18876,Bose Shop,West,Mumbai,Retail
C18877,Das Shop,South,Bengaluru,Online
C18878,Bose Mart,East,Bhubaneswar,Retail
C18879,Iyer Store,East,Patna,Corporate
C18880,Rahul Retail,North,Delhi,Wholesale
C18881,Rahul Mart,North,Chandigarh,Retail
C18882,Singh Mart,East,Patna,Retail
C18883,Gupta Retail,North,Jaipur,Retail
C18884,Malhotra Retail,Central,Nagpur,Online
C18885,Malhotra Retail,East,Patna,Wholesale
C18886,Rao Mart,West,Mumbai,Retail
C18887,Reddy Traders,South,Bengaluru,Online
C18888,Mehta Traders,South,Hyderabad,Online
C18889,Nair Distributors,East,Kolkata,Wholesale
C18890,Bose Enterprises,West,Ahmedabad,Retail
C18891,Shah Enterprises,South,Kochi,Online
C18892,Chopra Shop,South,Chennai,Retail
C18893,Mehta Shop,North,Delhi,Corporate
C18894,Joshi Store,East,Guwahati,Wholesale
C18895,Iyer Emporium,West,Surat,Corporate
C18896,Nair Traders,East,Guwahati,Corporate
C18897,Verma Distributors,South,Kochi,Retail
C18898,Malhotra Traders,South,Kochi,Retail
C18899,Iyer Traders,South,Hyderabad,Online
C18900,Verma Shop,South,Kochi,Retail
C18901,Rahul Retail,South,Chennai,Wholesale
C18902,Iyer Mart,Central,Raipur,Retail
C18903,Bose Shop,South,Bengaluru,Corporate
C18904,Rahul Mart,South,Kochi,Retail
C18905,Gupta Store,West,Pune,Retail
C18906,Mehta Enterprises,Central,Bhopal,Wholesale
C18907,Kumar Distributors,East,Bhubaneswar,Retail
C18908,Shah Distributors,West,Mumbai,Online
C18909,Nair Enterprises,North,Jaipur,Retail
C18910,Das Retail,East,Bhubaneswar,Online
C18911,Verma Retail,North,Delhi,Retail
C18912,Kumar Mart,North,Jaipur,Corporate
C18913,Bose Store,East,Kolkata,Corporate
C18914,Kapoor Traders,South,Kochi,Online
C18915,Kumar Distributors,North,Jaipur,Retail
C18916,Pillai Emporium,North,Lucknow,Retail
C18917,Chopra Enterprises,West,Ahmedabad,Retail
C18918,Kumar Mart,East,Guwahati,Corporate
C18919,Kapoor Retail,South,Kochi,Corporate
C18920,Sharma Store,Central,Indore,Retail
C18921,Patel Retail,South,Bengaluru,Wholesale
C18922,Shah Enterprises,Central,Indore,Wholesale
C18923,Gupta Enterprises,South,Bengaluru,Wholesale
C18924,Chopra Store,North,Delhi,Wholesale
C18925,Rao Shop,North,Delhi,Wholesale
C18926,Pillai Traders,South,Chennai,Online
C18927,Shah Store,North,Jaipur,Retail
C18928,Iyer Enterprises,North,Delhi,Retail
C18929,Rao Emporium,South,Bengaluru,Retail
C18930,Nair Emporium,Central,Nagpur,Retail
C18931,Shah Retail,South,Bengaluru,Wholesale
C18932,Joshi Retail,South,Hyderabad,Wholesale
C18933,Verma Enterprises,Central,Raipur,Retail
C18934,Joshi Store,South,Bengaluru,Retail
C18935,Kumar Mart,Central,Raipur,Corporate
C18936,Rao Enterprises,West,Surat,Online
C18937,Patel Retail,Central,Nagpur,Wholesale
C18938,Iyer Distributors,East,Patna,Retail
C18939,Chopra Shop,East,Guwahati,Online
C18940,Nair Retail,South,Hyderabad,Retail
C18941,Verma Distributors,East,Kolkata,Corporate
C18942,Das Shop,West,Mumbai,Wholesale
C18943,Rao Mart,Central,Bhopal,Retail
C18944,Pillai Enterprises,North,Jaipur,Retail
C18945,Nair Distributors,North,Jaipur,Online
C18946,Rao Retail,North,Chandigarh,Retail
C18947,Chopra Shop,West,Ahmedabad,Wholesale
C18948,Singh Retail,North,Lucknow,Retail
C18949,Nair Shop,Central,Bhopal,Corporate
C18950,Joshi Traders,South,Hyderabad,Online
C18951,Malhotra Emporium,South,Chennai,Retail
C18952,Kapoor Traders,Central,Indore,Wholesale
C18953,Singh Store,West,Ahmedabad,Wholesale
C18954,Das Store,East,Bhubaneswar,Retail
C18955,Malhotra Retail,Central,Raipur,Wholesale
C18956,Reddy Mart,West,Ahmedabad,Retail
C18957,Das Traders,West,Ahmedabad,Retail
C18958,Das Distributors,South,Kochi,Corporate
C18959,Iyer Enterprises,Central,Indore,Retail
C18960,Kapoor Enterprises,West,Pune,Online
C18961,Patel Retail,Central,Indore,Corporate
C18962,Singh Emporium,Central,Raipur,Retail
C18963,Singh Distributors,East,Guwahati,Retail
C18964,Iyer Enterprises,South,Chennai,Online
C18965,Bose Emporium,Central,Bhopal,Wholesale
C18966,Singh Emporium,Central,Bhopal,Online
C18967,Reddy Enterprises,North,Delhi,Wholesale
C18968,Kapoor Traders,West,Pune,Corporate
C18969,Das Store,West,Mumbai,Retail
C18970,Joshi Distributors,West,Pune,Wholesale
C18971,Joshi Shop,Central,Nagpur,Online
C18972,Chopra Store,South,Chennai,Retail
C18973,Gupta Enterprises,Central,Indore,Wholesale
C18974,Iyer Traders,West,Surat,Retail
C18975,Mehta Retail,North,Jaipur,Wholesale
C18976,Iyer Emporium,East,Bhubaneswar,Retail
C18977,Kumar Emporium,North,Lucknow,Wholesale
C18978,Rao Shop,Central,Raipur,Wholesale
C18979,Nair Enterprises,West,Ahmedabad,Wholesale
C18980,Rahul Distributors,Central,Nagpur,Retail
C18981,Mehta Shop,West,Surat,Retail
C18982,Joshi Distributors,South,Hyderabad,Wholesale
C18983,Pillai Shop,East,Bhubaneswar,Online
C18984,Gupta Traders,Central,Nagpur,Corporate
C18985,Malhotra Traders,North,Chandigarh,Retail
C18986,Kapoor Traders,Central,Bhopal,Corporate
C18987,Kumar Emporium,East,Guwahati,Online
C18988,Patel Store,East,Patna,Retail
C18989,Malhotra Emporium,West,Pune,Wholesale
C18990,Malhotra Enterprises,North,Lucknow,Retail
C18991,Malhotra Distributors,North,Delhi,Wholesale
C18992,Kumar Distributors,North,Lucknow,Online
C18993,Singh Enterprises,West,Mumbai,Retail
C18994,Kapoor Traders,North,Delhi,Online
C18995,Das Retail,West,Pune,Wholesale
C18996,Joshi Shop,North,Delhi,Wholesale
C18997,Rao Store,West,Mumbai,Wholesale
C18998,Shah Traders,Central,Bhopal,Retail
C18999,Joshi Emporium,East,Bhubaneswar,Retail
C19000,Nair Store,South,Bengaluru,Wholesale
C19001,Kumar Store,East,Patna,Retail
C19002,Das Shop,West,Ahmedabad,Wholesale
C19003,Verma Emporium,West,Surat,Retail
C19004,Rahul Mart,West,Ahmedabad,Online
C19005,Joshi Shop,East,Bhubaneswar,Wholesale
C19006,Nair Distributors,West,Surat,Corporate
C19007,Malhotra Store,South,Bengaluru,Wholesale
C19008,Shah Enterprises,South,Kochi,Retail
C19009,Reddy Emporium,Central,Bhopal,Online
C19010,Iyer Distributors,East,Patna,Corporate
C19011,Kumar Retail,Central,Indore,Wholesale
C19012,Singh Enterprises,West,Surat,Retail
C19013,Iyer Traders,East,Guwahati,Wholesale
C19014,Pillai Retail,East,Guwahati,Online
C19015,Bose Traders,West,Pune,Retail
C19016,Das Emporium,North,Delhi,Retail
C19017,Singh Traders,East,Kolkata,Online
C19018,Pillai Store,West,Surat,Retail
C19019,Iyer Store,North,Delhi,Online
C19020,Reddy Emporium,North,Chandigarh,Corporate
C19021,Kumar Enterprises,North,Chandigarh,Retail
C19022,Pillai Enterprises,East,Bhubaneswar,Corporate
C19023,Nair Retail,South,Chennai,Online
C19024,Chopra Retail,East,Bhubaneswar,Online
C19025,Kapoor Shop,North,Lucknow,Wholesale
C19026,Shah Mart,South,Kochi,Retail
C19027,Singh Traders,North,Delhi,Wholesale
C19028,Malhotra Emporium,Central,Raipur,Retail
C19029,Gupta Enterprises,East,Bhubaneswar,Retail
C19030,Rahul Retail,North,Jaipur,Wholesale
C19031,Chopra Traders,East,Patna,Online
C19032,Pillai Emporium,Central,Bhopal,Retail
C19033,Shah Shop,Central,Indore,Retail
C19034,Sharma Enterprises,Central,Raipur,Retail
C19035,Das Store,East,Kolkata,Online
C19036,Pillai Store,South,Hyderabad,Retail
C19037,Rao Mart,South,Bengaluru,Retail
C19038,Joshi Enterprises,South,Kochi,Online
C19039,Gupta Enterprises,Central,Bhopal,Retail
C19040,Chopra Retail,North,Jaipur,Wholesale
C19041,Gupta Mart,Central,Nagpur,Wholesale
C19042,Rao Traders,Central,Nagpur,Corporate
C19043,Joshi Shop,Central,Raipur,Retail
C19044,Joshi Mart,West,Pune,Online
C19045,Rao Shop,Central,Nagpur,Retail
C19046,Nair Retail,North,Jaipur,Wholesale
C19047,Nair Store,Central,Bhopal,Retail
C19048,Rahul Retail,East,Guwahati,Retail
C19049,Iyer Shop,Central,Bhopal,Corporate
C19050,Iyer Emporium,North,Jaipur,Online
C19051,Rao Mart,Central,Indore,Wholesale
C19052,Bose Store,East,Patna,Retail
C19053,Rao Enterprises,North,Chandigarh,Online
C19054,Chopra Store,East,Patna,Wholesale
C19055,Gupta Mart,North,Lucknow,Online
C19056,Joshi Shop,North,Lucknow,Online
C19057,Pillai Distributors,East,Kolkata,Online
C19058,Patel Emporium,Central,Bhopal,Retail
C19059,Kapoor Retail,North,Chandigarh,Online
C19060,Sharma Traders,South,Kochi,Retail
C19061,Kapoor Traders,South,Chennai,Online
C19062,Reddy Emporium,East,Bhubaneswar,Retail
C19063,Singh Enterprises,North,Delhi,Online
C19064,Rao Enterprises,West,Pune,Retail
C19065,Bose Traders,East,Patna,Retail
C19066,Joshi Mart,Central,Bhopal,Corporate
C19067,Joshi Traders,South,Kochi,Retail
C19068,Rao Traders,East,Guwahati,Corporate
C19069,Kapoor Shop,North,Chandigarh,Online
C19070,Reddy Distributors,Central,Indore,Wholesale
C19071,Mehta Emporium,Central,Raipur,Retail
C19072,Pillai Emporium,South,Bengaluru,Retail
C19073,Verma Retail,East,Patna,Retail
C19074,Sharma Mart,Central,Indore,Online
C19075,Kumar Enterprises,South,Bengaluru,Retail
C19076,Kapoor Store,South,Chennai,Retail
C19077,Iyer Emporium,South,Bengaluru,Retail
C19078,Gupta Emporium,West,Pune,Wholesale
C19079,Sharma Retail,South,Bengaluru,Wholesale
C19080,Shah Enterprises,North,Lucknow,Online
C19081,Nair Traders,North,Jaipur,Online
C19082,Das Store,Central,Bhopal,Retail
C19083,Patel Mart,Central,Nagpur,Retail
C19084,Shah Shop,Central,Bhopal,Wholesale
C19085,Sharma Store,South,Bengaluru,Retail
C19086,Rao Shop,East,Patna,Retail
C19087,Mehta Retail,East,Bhubaneswar,Online
C19088,Nair Enterprises,East,Patna,Retail
C19089,Chopra Store,North,Lucknow,Online
C19090,Sharma Store,East,Bhubaneswar,Online
C19091,Gupta Retail,North,Delhi,Retail
C19092,Verma Retail,South,Hyderabad,Retail
C19093,Rahul Enterprises,South,Hyderabad,Retail
C19094,Patel Mart,West,Mumbai,Retail
C19095,Nair Store,Central,Bhopal,Online
C19096,Malhotra Mart,West,Pune,Online
C19097,Bose Distributors,East,Patna,Retail
C19098,Pillai Retail,East,Guwahati,Retail
C19099,Das Traders,East,Bhubaneswar,Wholesale
C19100,Sharma Emporium,North,Jaipur,Retail
C19101,Nair Traders,Central,Indore,Retail
C19102,Sharma Emporium,Central,Nagpur,Retail
C19103,Sharma Retail,South,Hyderabad,Online
C19104,Reddy Distributors,North,Delhi,Retail
C19105,Sharma Store,North,Chandigarh,Retail
C19106,Patel Distributors,West,Surat,Wholesale
C19107,Chopra Distributors,North,Jaipur,Retail
C19108,Joshi Traders,North,Delhi,Retail
C19109,Gupta Traders,West,Surat,Corporate
C19110,Patel Distributors,North,Jaipur,Online
C19111,Iyer Enterprises,North,Jaipur,Retail
C19112,Patel Distributors,North,Jaipur,Retail
C19113,Kapoor Store,West,Mumbai,Online
C19114,Pillai Traders,South,Bengaluru,Retail
C19115,Pillai Distributors,South,Hyderabad,Retail
C19116,Bose Traders,West,Mumbai,Retail
C19117,Joshi Store,North,Chandigarh,Wholesale
C19118,Das Traders,East,Guwahati,Retail
C19119,Sharma Emporium,East,Guwahati,Wholesale
C19120,Malhotra Mart,West,Pune,Corporate
C19121,Das Retail,West,Ahmedabad,Wholesale
C19122,Nair Retail,West,Ahmedabad,Online
C19123,Reddy Mart,South,Chennai,Wholesale
C19124,Shah Store,North,Delhi,Retail
C19125,Das Mart,East,Patna,Corporate
C19126,Gupta Traders,North,Lucknow,Corporate
C19127,Sharma Shop,East,Guwahati,Retail
C19128,Bose Distributors,West,Surat,Corporate
C19129,Pillai Emporium,Central,Nagpur,Corporate
C19130,Patel Emporium,West,Ahmedabad,Retail
C19131,Kapoor Store,Central,Indore,Wholesale
C19132,Bose Distributors,East,Kolkata,Retail
C19133,Shah Enterprises,East,Guwahati,Retail
C19134,Chopra Emporium,South,Hyderabad,Retail
C19135,Rao Shop,West,Ahmedabad,Retail
C19136,Patel Mart,Central,Indore,Online
C19137,Sharma Retail,South,Chennai,Retail
C19138,Rahul Mart,North,Delhi,Online
C19139,Chopra Shop,North,Chandigarh,Corporate
C19140,Gupta Mart,West,Surat,Wholesale
C19141,Rahul Mart,West,Ahmedabad,Online
C19142,Chopra Shop,North,Lucknow,Retail
C19143,Das Store,North,Delhi,Retail
C19144,Reddy Enterprises,West,Mumbai,Online
C19145,Nair Retail,South,Hyderabad,Wholesale
C19146,Kapoor Retail,East,Guwahati,Online
C19147,Das Store,South,Chennai,Retail
C19148,Pillai Store,West,Pune,Wholesale
C19149,Reddy Enterprises,West,Surat,Retail
C19150,Bose Enterprises,North,Delhi,Corporate
C19151,Das Shop,North,Lucknow,Corporate
C19152,Kumar Emporium,East,Kolkata,Retail
C19153,Rahul Retail,West,Pune,Online
C19154,Chopra Traders,North,Chandigarh,Retail
C19155,Malhotra Shop,North,Lucknow,Online
C19156,Sharma Traders,West,Pune,Retail
C19157,Patel Shop,East,Patna,Retail
C19158,Verma Shop,North,Chandigarh,Retail
C19159,Kumar Shop,West,Mumbai,Online
C19160,Joshi Mart,North,Jaipur,Retail
C19161,Mehta Traders,South,Hyderabad,Corporate
C19162,Singh Distributors,West,Ahmedabad,Retail
C19163,Malhotra Enterprises,South,Hyderabad,Retail
C19164,Bose Enterprises,North,Delhi,Retail
C19165,Kumar Retail,Central,Indore,Retail
C19166,Kumar Distributors,South,Hyderabad,Wholesale
C19167,Pillai Mart,East,Patna,Retail
C19168,Iyer Mart,Central,Indore,Wholesale
C19169,Joshi Retail,Central,Bhopal,Corporate
C19170,Iyer Store,Central,Indore,Online
C19171,Pillai Distributors,South,Chennai,Retail
C19172,Chopra Emporium,Central,Raipur,Online
C19173,Rahul Shop,North,Delhi,Retail
C19174,Sharma Emporium,South,Chennai,Retail
C19175,Shah Retail,North,Lucknow,Corporate
C19176,Chopra Emporium,East,Kolkata,Corporate
C19177,Joshi Enterprises,Central,Indore,Online
C19178,Kapoor Emporium,West,Mumbai,Wholesale
C19179,Sharma Store,Central,Indore,Online
C19180,Chopra Distributors,North,Chandigarh,Retail
C19181,Kapoor Store,West,Mumbai,Retail
C19182,Singh Store,West,Pune,Wholesale
C19183,Verma Retail,East,Patna,Wholesale
C19184,Kumar Store,North,Delhi,Retail
C19185,Joshi Mart,North,Lucknow,Wholesale
C19186,Verma Emporium,Central,Indore,Retail
C19187,Reddy Retail,South,Hyderabad,Online
C19188,Sharma Distributors,West,Surat,Wholesale
C19189,Mehta Emporium,Central,Indore,Wholesale
C19190,Reddy Enterprises,East,Guwahati,Corporate
C19191,Das Shop,South,Hyderabad,Corporate
C19192,Patel Traders,East,Bhubaneswar,Online
C19193,Shah Store,South,Kochi,Retail
C19194,Verma Mart,North,Lucknow,Wholesale
C19195,Malhotra Emporium,Central,Indore,Wholesale
C19196,Bose Store,South,Hyderabad,Online
C19197,Gupta Enterprises,West,Surat,Online
C19198,Chopra Retail,West,Pune,Retail
C19199,Mehta Emporium,East,Kolkata,Wholesale
C19200,Singh Emporium,East,Patna,Online
C19201,Rao Traders,North,Delhi,Retail
C19202,Das Mart,East,Patna,Retail
C19203,Reddy Distributors,West,Surat,Online
C19204,Reddy Emporium,North,Delhi,Corporate
C19205,Sharma Traders,South,Kochi,Retail
C19206,Pillai Distributors,West,Ahmedabad,Corporate
C19207,Das Traders,Central,Bhopal,Online
C19208,Verma Traders,South,Chennai,Retail
C19209,Bose Mart,Central,Raipur,Retail
C19210,Pillai Emporium,North,Delhi,Wholesale
C19211,Kumar Distributors,East,Bhubaneswar,Online
C19212,Iyer Enterprises,Central,Bhopal,Wholesale
C19213,Malhotra Distributors,East,Bhubaneswar,Online
C19214,Gupta Enterprises,East,Guwahati,Retail
C19215,Pillai Traders,North,Jaipur,Retail
C19216,Chopra Emporium,East,Patna,Online
C19217,Nair Store,East,Bhubaneswar,Wholesale
C19218,Bose Shop,Central,Bhopal,Retail
C19219,Nair Emporium,South,Hyderabad,Online
C19220,Rahul Distributors,South,Bengaluru,Retail
C19221,Kapoor Retail,West,Surat,Retail
C19222,Mehta Emporium,Central,Nagpur,Corporate
C19223,Rao Store,South,Bengaluru,Corporate
C19224,Singh Retail,West,Surat,Retail
C19225,Nair Mart,Central,Bhopal,Retail
C19226,Patel Distributors,West,Mumbai,Retail
C19227,Reddy Distributors,East,Bhubaneswar,Retail
C19228,Rao Traders,South,Chennai,Retail
C19229,Malhotra Traders,South,Kochi,Wholesale
C19230,Kumar Retail,North,Jaipur,Corporate
C19231,Bose Shop,North,Lucknow,Retail
C19232,Rao Distributors,East,Patna,Corporate
C19233,Mehta Enterprises,North,Chandigarh,Retail
C19234,Joshi Shop,North,Lucknow,Retail
C19235,Rao Emporium,West,Surat,Retail
C19236,Joshi Distributors,North,Lucknow,Wholesale
C19237,Bose Enterprises,North,Delhi,Retail
C19238,Nair Enterprises,East,Kolkata,Online
C19239,Mehta Mart,Central,Indore,Retail
C19240,Kapoor Emporium,West,Pune,Online
C19241,Pillai Mart,North,Chandigarh,Retail
C19242,Shah Distributors,North,Chandigarh,Wholesale
C19243,Reddy Emporium,West,Ahmedabad,Wholesale
C19244,Joshi Retail,West,Mumbai,Online
C19245,Malhotra Traders,South,Bengaluru,Wholesale
C19246,Iyer Store,Central,Nagpur,Wholesale
C19247,Das Distributors,Central,Indore,Corporate
C19248,Shah Traders,West,Ahmedabad,Online
C19249,Bose Store,West,Surat,Online
C19250,Rahul Mart,West,Mumbai,Retail
C19251,Verma Retail,North,Delhi,Online
C19252,Singh Retail,West,Mumbai,Wholesale
C19253,Shah Traders,Central,Indore,Online
C19254,Das Retail,South,Hyderabad,Wholesale
C19255,Das Enterprises,North,Delhi,Retail
C19256,Rahul Enterprises,South,Chennai,Retail
C19257,Pillai Emporium,South,Bengaluru,Wholesale
C19258,Malhotra Store,Central,Indore,Wholesale
C19259,Patel Retail,East,Bhubaneswar,Retail
C19260,Verma Traders,West,Mumbai,Online
C19261,Singh Traders,Central,Nagpur,Online
C19262,Sharma Retail,West,Ahmedabad,Online
C19263,Das Distributors,West,Surat,Retail
C19264,Gupta Retail,Central,Raipur,Online
C19265,Singh Shop,West,Ahmedabad,Online
C19266,Singh Emporium,South,Hyderabad,Wholesale
